,0.023537072,0.973154887,0.228944473,,0.024051246,0.96935655,0.244477844
,0.027052519,0.968818345,0.246290835,,0.023706128,0.971951267,0.233984516
,0.01282437,0.973227205,0.229487131,,0.023941874,0.970873704,0.238392613
,0.029628566,0.977056833,0.210907786,,0.053643662,0.970250588,0.236085055
,0.022090086,0.967389562,0.252328086,,0.048804725,0.969587208,0.239830659
,0.025183091,0.973403563,0.227708838,,0.03411815,0.969615804,0.242241914
,0.042348352,0.974012091,0.222501828,,0.040583339,0.972911702,0.227586934
,0.033150444,0.970086672,0.240484714,,0.026980403,0.969803891,0.242389088
,0.057584366,0.966594722,0.249757251,,0.042610958,0.974782934,0.219049169
,0.015785495,0.975295985,0.220337377,,0.029455076,0.974472107,0.222567991
,0.020406502,0.970906955,0.238585957,,0,0.973477719,0.228781839
,0.018674848,0.966977322,0.254177319,,0.023674766,0.969876232,0.242445045
,0.028601679,0.964981657,0.26075342,,0.035396468,0.969781847,0.241392334
,0.034868278,0.975027168,0.219331313,,0.042057969,0.969245021,0.242477251
,0.033661051,0.975830462,0.21592092,,0.044550175,0.974971348,0.217821377
,0.043812523,0.972638016,0.228157297,,0.05113894,0.974046405,0.220495828
,0.043437819,0.970515094,0.237094091,,0.041869503,0.972217541,0.23030414
,0.040853086,0.976815579,0.2101484,,0.021435227,0.969509542,0.244114273
,0.053926746,0.947088475,0.316410061,,0.04419045,0.958592833,0.281330737
,0.195212379,0.88641501,0.419714852,,0.132567984,0.895243052,0.425400527
,0.251981785,0.910777535,0.327092435,,0.333109402,0.867413086,0.369638561
,0.082468379,0.961560461,0.261916869,,0.037029417,0.960980291,0.274127165
,0.048739481,0.973956469,0.221434549,,0.058241474,0.97324568,0.222262857
,0.047529501,0.968639206,0.243883242,,0.042670479,0.97424634,0.221412058
,0.03848011,0.972864761,0.228152226,,0.059599362,0.957846895,0.281028897
,0.043861827,0.966680259,0.252201144,,0.044646883,0.970344922,0.237565544
,0.021549832,0.967207159,0.253072945,,0.020156055,0.967490647,0.252102323
,0.015797645,0.968922246,0.246860517,,0.029675461,0.96690274,0.25341361
,0.025115684,0.962917381,0.268624867,,0.044032581,0.968716791,0.244231264
,0.032435192,0.971547161,0.234614733,,0.031739871,0.963737907,0.264956273
,0.036317276,0.962958072,0.267194324,,0.03957925,0.968873873,0.244370416
,0.017528556,0.957223502,0.288818139,,0.017400689,0.957495795,0.287921896
,0.017998978,0.96302499,0.268810166,,0.012169419,0.968847995,0.247356964
,0.023249613,0.967918112,0.250187896,,0.021795262,0.969889176,0.242569479
,0.043060884,0.96867236,0.244580497,,0.04055806,0.97196198,0.231613803
,0.029820878,0.972468227,0.231119585,,0.019463311,0.974246841,0.224642545
,-0.003700608,0.975727065,0.218958899,,0.008649401,0.973598203,0.228104642
,0.003815352,0.96986253,0.243622897,,0.006902726,0.97350701,0.228552957
,0.005946538,0.970530328,0.240905628,,-0.002505915,0.971042235,0.238894741
,-0.00859851,0.971528056,0.236768457,,-0.000328165,0.971696079,0.236234251
,0.003862731,0.969545479,0.244880878,,0.007568307,0.969179891,0.24623781
,0.02432102,0.970607219,0.239437078,,0.026991807,0.969388604,0.244043391
,0.024340997,0.970162593,0.241230301,,0.034577238,0.968047801,0.248370427
,0.025351752,0.970676593,0.239048617,,0.034728977,0.970036728,0.240463395
,0.012468305,0.96705927,0.254245765,,0.018156499,0.9708123,0.239152295
,0.024062773,0.961901725,0.272334454,,0.024860008,0.966432812,0.255713903
,0.01639315,0.967902469,0.2507909,,0.021322907,0.965293766,0.260294599
,0.029311862,0.971478849,0.235307586,,0.050749074,0.973363722,0.223579059
,0.044667052,0.971508378,0.232758085,,0.007881014,0.969364714,0.245499372
,0.027604264,0.9705078,0.239484061,,0.00854633,0.971852627,0.235434557
,0.033459294,0.972835276,0.229067678,,0.019065698,0.970444027,0.240572004
,0.014548001,0.971270461,0.237533255,,0.019196106,0.972602692,0.231679762
